제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
만렙돌파,"성불예정,홍실 /...",9.27,"스토리, 판타지",0,"알 수 없는 오류로 3000년간 각성 테스트에 갇힌 김기봉.그 사이 현실에선 10년이 흘렀고, 온 세상은 몬스터와 던전으로 가득차게 되었다. 만렙으로 귀환한 김기봉의 모든 것을 원래대로 돌려놓기 위한 싸움이 시작된다!","['현실', '오류', '몬스터', '귀환', '싸움', '원래', '테스트', '각성', '기봉', '세상']",0
연놈,상하,9.86,"스토리, 드라마",0,"중2 여름, 가지 말라는 말도 좋아했다는 말도 하지 못한 채 보낸 그녀가 3년 만에 나타났다.지나버린 시간과 마주한 소년 그리고 소녀의 이야기","['여름', '소녀', '소년', '시간']",0
낙향문사전,바킹독 / 고기산적,9.93,"스토리, 판타지",0,"온갖 비리가 가득한 과거 시험에 낙방해 좌절한 주인공 손빈. 자신의 신세를 한탄하는 손빈 앞에 나타난 사자혁은 그에게 자신의 일대기를 기록할 것을 청한다. 이후 둘은 함께 천하를 주유하게 되는데, 과연 그의 붓이 써 내려가는 무림 일대기는 어떠한 기록을 남기게 되고, 무림 세계에 발을 들이게 된 손빈의 운명은 어찌 흘러갈는지……","['세계', '시험', '비리', '주인공', '좌절', '신세', '낙방', '이후', '운명', '한탄', '일대기', '기록', '천하', '사자', '주유', '무림', '과거']",0
광장,오세형 / 김균태,9.97,"스토리, 액션",0,‘군계일학’ 정점에서 조직을 떠난 기준.15년만에홀로 복귀한다.,"['정점', '군계일학', '군계', '복귀', '기준', '조직']",0
일렉시드,손제호 / 제나,9.73,"스토리, 액션",0,<노블레스> 손제호 작가와 <소녀더와일즈> 제나 작가가 만났다!고양이 몸에 깃든 각성자 카이든과 각성능력을 숨겨온 고등학생 지우 러블리 2인조의 액션 판타지,"['고등학생', '인조', '액션', '판타지', '제호', '지우', '능력', '소녀', '각성', '고양이']",1
원주민 공포만화,원주민,9.91,"스토리, 스릴러",0,끝까지 방심하지 말 것!당신의 상상을 뛰어넘는 본격 반전 공포 스릴러가 온다!,"['스릴러', '공포', '방심', '상상', '본격', '반전']",0
하렘의 남자들,"알파타르트,히어리...",9.81,"스토리, 로맨스",0,"『내 후궁들부터 들이기로 하였다. 한 다섯 정도.』타리움 제국의 황녀, 라틸. 그녀의 첫사랑 하이신스는 황제가 되기 위해 본국 권력자의 딸과 결혼한다.충격 받는 라틸. 하지만 그 충격이 가시기도 전에 황태녀가 되고,이복남매의 반란 세력에 맞서 황위를 지켜낸다.그렇게 여황제가 된 라틸에게 대신들은 국서를 맞을 것을 제안하는데, 뭔가, 심기에 거슬린다.'왜 여황제는 후궁을 못 들인다는 거지?'""저도 최소 다섯 명은 후궁으로 두어야겠습니다. 제가 좋다면 하렘으로 들여보내세요,보고 마음에 드는 사람을 국서로 삼을 것입니다."" 전무후무한 여황제의 하렘으로, 치명적인 매력의 남자들이 모여든다!","['전무', '마음', '무한', '남매', '보고', '최소', '황제', '가시', '매력', '거지', '세력', '하이', '다섯', '제국', '이복', '정도', '본국', '대신', '전무후무', '황녀', '황태', '국서', '치명', '치명적', '결혼', '충격', '후궁', '여황제', '제안', '심기', '반란', '하렘', '첫사랑', '기도', '권력자']",0
토끼대왕,김숭늉,9.93,"스토리, 스릴러",1,"살인마 교생, 왕따를 구원하다.","['왕따', '구원', '교생', '살인마']",0
걸어서 30분,이온도,9.98,"스토리, 로맨스",0,"은하학원 위성은과 지구봉의 귀갓길 로맨스. 세상 가장 설레는 시간, 걸어서 30분","['지구', '학원', '귀갓길', '갓길', '위성', '은하', '로맨스', '세상', '시간']",1
도망자,신영우,9.88,"스토리, 액션",0,"감옥에 수감된 하태수, 그를 죽이려는 잭, 그를 지키려는 강정오.쫓고 쫓기는 세 명이, 차량전복으로 동시에 기억상실증에 걸리게 되는데...<키드갱> 신영우 작가의 코믹액션이 돌아왔다!","['차량', '감옥', '전복', '액션', '태수', '실증', '코믹', '동시', '수감', '정오', '키드', '명이', '기억']",0
꽃만 키우는데...,쿰타타 / 주현후,9.97,"스토리, 판타지",0,"황재호는 자신의 꿈인 꽃집을 차리기 위해 게임을 시작하게 되는데,게임 속에서 꽃집을 운영하기 위한 재호의 긴 여정이 시작된다","['꽃집', '게임', '여정', '호의', '운영', '황재']",0
무사만리행,운 / 배민기,9.92,"스토리, 액션",0,"2세기 후반, 마한 연맹 고리국(古離國)의 무사 나루가 로마제국의 검투 노예로 팔려가 자유를 얻기 위해 처절한 사투를 벌인다.","['제국', '나루', '로마', '연맹', '노예', '자유', '무사', '마한', '고리', '처절', '사투', '세기', '후반']",0
달콤살벌한 부부,플라비 / 장그린,9.92,"스토리, 로맨스",0,"학창 시절 내내 앙숙이었던 남자, 10년 만에 나타나 거절키 어려운 조건으로 쇼윈도 부부를 제안하다.","['부부', '제안', '조건', '쇼윈도', '학창', '앙숙', '시절', '거절']",0
난약,정현주 / 박진환,9.95,"스토리, 판타지",0,"진짜를 보는 눈, 그 눈에 비친 기이한 세계.그리고 당신의 기억 속에 있는 그 사람.","['진짜', '세계', '기억']",0
아이레,설이 / Team...,9.67,"스토리, 판타지",0,사라진 여왕의 힘을 찾기 위한 여정.그들의 위대한 모험이 시작된다.,"['여정', '모험', '여왕']",0
민간인 통제구역,OSIK,9.96,"스토리, 스릴러",0,GP 그 이면에 감춰져있던 차마 말하지 못했던 이야기들. 진실은 감출수록 좋다.,"['진실', '이면']",0
현혹,홍작가,9.98,"스토리, 스릴러",0,"매혹적인 여인의 초상화 의뢰를 맡은 화가. 시간이 지날수록 밝혀지는 여인의 정체와 미스터리한 사건들, 그리고 어느새 여인에게 현혹된 화가의 이야기","['미스터리', '화가', '현혹', '초상화', '매혹적', '정체', '여인', '의뢰', '사건', '시간']",0
경비 배두만,이영곤,9.95,"스토리, 액션",0,지난 인생이 후회스러운 건달 출신의 60대 아파트 경비원 '두만'과 남은 인생이 막막한 20대 흥신소 직원 '새봄'거대한 범죄 세력에 맞서기 위해 힘을 합쳤다!,"['직원', '경비원', '인생', '세력', '아파트', '흥신소', '출신', '거대', '새봄', '후회', '건달', '범죄']",0
판타지 여동생!,유누,9.87,"스토리, 판타지",0,게임 초보 여동생의 RPG 도전기.트롤 취급은 노노! 제가 사실 엄청난 히든 직업을 갖고 있거든요?,"['여동생', '직업', '게임', '도전', '초보', '사실', '취급', '트롤', '전기']",0
극야,운 / 한 큰빛,9.96,"스토리, 스릴러",0,"폭설, 강풍, 혹한 그리고 반 년 간의 길고 긴 밤이 이어지는 남극의 겨울.지구상 최악의 조건에 고립된 연구원들 앞에 정체불명의 ‘무언가’가 나타났다.","['언가', '혹한', '최악', '조건', '연구원', '겨울', '지구상', '무언가', '불명', '남극', '정체불명', '폭설', '강풍', '고립']",0
집이 없어,와난,9.95,"스토리, 드라마",0,"집을 버리고 뛰쳐나간 고해준, 집 없이 텐트 생활하는 문제아 백은영. 악연으로 만난 두 사람은 버려진 옛날 기숙사에서 함께 살게 되는데.. 기숙사도 서로도 싫지만 돌아갈 곳이 없는 두 사람의 힘든 성장 이야기","['고해', '악연', '옛날', '성장', '서로', '생활', '백은', '기숙', '기숙사', '텐트', '문제아']",0
요리GO,HO9,9.93,"스토리, 드라마",0,요리고등학교 졸업 후 산에서 수련을 마친 한별.특급 호텔 레스토랑에 인턴으로 취업하게 되지만엄하기로 소문난 호텔 주방에서 다양한 사건들에 휘말리게 되는데...과연 요리천재 한별은 이 어려움을 어떻게 헤쳐나갈 수 있을까?,"['어려움', '레스토랑', '인턴', '요리', '졸업', '수련', '천재', '취업', '주방', '고등학교', '호텔', '특급', '사건', '다양']",0
사냥개들,정찬,9.75,"스토리, 액션",1,"빚 때문에 얽힌 세 명의 젊은이들, 그들이 보여주는 더러운 돈 사냥이 시작된다.","['젊은이', '사냥', '명의']",0
벚꽃이 흩날릴...,황양,9.75,"스토리, 드라마",1,살인미수 현장에서 체포된 범인. 범인은 고등학생이었다. 그 고등학생의 자백이 시작된다.,"['고등학생', '자백', '현장', '범인', '미수', '체포', '살인']",1
신의 탑,SIU,9.94,"스토리, 판타지",0,자신의 모든 것이었던 소녀를 쫓아 탑에 들어온 소년그리고 그런 소년을 시험하는 탑,"['시험', '소녀', '소년']",0
헬퍼 2 : ...,삭,9.25,"스토리, 액션",0,역시는 역시 역시군.킬베로스 트라이브의 대장 장광남이 펼치는 스트릿 액션 만화.,"['이브', '트라', '액션', '장광', '대장', '로스']",0
빌드업,911,9.9,"스토리, 스포츠",0,축구덕후지만 볼보이만 5년째?! 빵셔틀 강마루의 열혈청춘 축구드라마,"['마루', '청춘', '축구', '열혈', '셔틀', '후지', '드라마', '보이']",0
나를 바꿔줘,이지호 / 호띠,9.8,"스토리, 드라마",0,"수상한 생명보험에 드는 조건으로, 하루 아침에 내가 원하는 외모로 살 수 있게 된다면? 인생을 바꾸기 위해 얼굴을 훔치다!","['하루', '보험', '아침', '조건', '인생', '외모', '얼굴', '수상', '생명']",0
나이트런,김성민,9.93,"스토리, 판타지",0,우주력 430년. 성간이동이 가능해져 별과 별을 이동하는 시대인간은 괴수와 싸우고 있다. 기사와 함께.광활한 우주를 배경으로 판타지 SF가 다가온다.,"['우주', '괴수', '판타지', '배경', '기사', '별과', '이동', '시대', '가능']",0
어글리후드,미애,9.98,"스토리, 판타지",0,"외계인이 유일신으로 군림한 미친 세상, 바꾸고싶다면 사탄이 되어라","['유일신', '외계인', '군림', '사탄', '세상']",0
냐한남자,올소,9.98,"스토리, 로맨스",0,"냥줍을 잘못하면...남자친구가 생깁니다(?)그들의 기묘한 동거가 시작되는 순간,오늘부터 당신도 '춘배'의 매력에 헤어나올 수 없습니다.","['친구', '동거', '매력', '오늘', '헤어', '잘못']",0
