idx,name,score,writer,age_limit,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,keywords
156,스마일브러시,9.94,와루,0,1,0,0,1,0,0,0,0,0,0,0,0,"['사건', '일상', '반전', '좌충우돌', '에피소드', '가슴', '소심', '반복', '발생', '사고']"
157,밥풀때기,9.8,Dylan,0,1,0,0,0,0,0,1,0,0,0,0,0,"['버전', '연재', '다이내믹', '감상', '열정', '아저씨', '밥풀', '라인', '한국어', '하루']"
158,1인용 기분,9.97,윤파랑,0,1,0,0,0,0,0,1,0,0,0,0,0,"['혼자', '기분']"
159,어른의 계절,9.83,선홍달,0,1,0,0,0,0,0,0,1,0,0,0,0,"['방황', '나래', '포기', '배우', '영화', '이원', '매진', '학업']"
160,우리 안의 주,9.12,폭스바니,0,1,0,0,0,0,0,1,0,0,0,0,1,"['술꾼', '동아리', '부침개', '극복', '신입생', '별명', '환영', '주인공', '괴짜', '오명', '주사']"
161,견원지간 로맨스,9.6,최현옥,0,1,0,1,0,0,0,0,0,0,0,0,0,"['동물', '적인', '사랑']"
162,한스와 에밀리,9.92,김지효,0,1,0,0,0,0,0,0,1,0,0,0,0,"['프란시스', '공부', '시장', '세계', '생활', '저주', '친구', '그림', '사랑', '처음', '이후', '청년', '플라워', '상은', '유학', '선물', '미술', '제대', '왕국', '학교', '공주', '군대', '수족관', '엄마', '인연', '금붕어']"
163,겨울동화,9.89,심윤수,0,1,0,1,0,0,0,0,0,0,0,0,0,"['동화', '일편단심', '에피소드', '겨울', '어른']"
164,피터팬날다,8.82,서랍천사,0,1,0,0,0,0,0,1,0,0,0,0,0,"['수상작', '현실', '철학', '진흥원', '공모전', '가작', '콘텐츠', '소년', '마음', '적응', '태풍', '느림', '한국', '애착']"
165,"스마일 브러시, 오래된 사진.",9.94,와루,0,1,0,1,0,0,0,0,0,0,0,0,0,"['앨범', '시절', '추억', '사진']"
166,동경소녀,9.66,로보타,0,1,0,1,0,0,0,0,0,0,0,0,0,"['시트콤', '몽상', '남동생', '일상', '상상', '엄마', '아빠', '소녀', '사춘기', '중심', '가족']"
167,가족의 초상,9.75,김승택,0,1,0,1,0,0,0,0,0,0,0,0,0,"['중함', '변화', '죽음', '생각', '할머니', '가족']"
168,판타스틱 어른백서,9.03,이동욱,0,1,0,0,1,0,0,0,0,0,0,0,0,"['홍보', '컴퍼니', '눈물', '회사', '이향', '필살', '좌충우돌', '컨텐츠', '방자', '주인공', '게임', '생활', '입사', '드라마']"
169,징글정글,9.81,김용진,0,1,0,0,0,0,0,0,1,0,0,0,0,"['동물', '친구', '마을', '비의', '사랑', '징글', '일상', '정글', '밀림', '다양', '조금', '모습']"
