제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
[드라마원작] 스위트홈,김칸비 / 황영찬,9.97,"스토리, 스릴러",0,"절망의 세상을 비관하고 스스로를 고립시킨 한 소년,하지만 이제 소년은 밖으로 나가고 싶다.","['비관', '고립', '소년', '이제', '절망', '세상']",0
럭키언럭키,가천가,9.94,"스토리, 판타지",0,"평범하게 살아왔던 안녹희, 알고보니 행운 초능력자였다?!어쩌다보니 초능력학교 전교 1등까지 해버리고...다시 평범해지고픈 안녹희의 고군분투 고교생활","['고군분투', '평범', '분투', '행운', '전교', '고교', '능력자', '고군', '해지', '학교', '초능력', '생활']",1
러브슬립,오창호,9.79,"스토리, 드라마",0,"만약 당신이 이야기 속의 주인공이라면? 눈을 떠보니 낯선 환경과 낯선 사람들에 자신 또한 누군지조차 모른다면?
좌충우돌 러브코미디, 시작합니다.","['만약', '환경', '지조', '좌충우돌', '코미디', '주인공', '러브']",0
노블레스,손제호 / 이광수,9.62,"스토리, 판타지",0,820년간의 긴 수면기. 드디어 새로운 세상에 눈을 뜨다.그리고 새로운 세상의 새로운 사람들을 만나다.,"['수면', '세상']",0
그녀의 버킷리스트,황양 / 솦,9.94,"스토리, 드라마",0,"'이것만 다 이루면... 미련없이 오빠 곁으로 갈게.'세상을 떠난 남자친구를 따라서, 죽기 위해 이뤄가는 그녀의 완벽한 버킷리스트","['친구', '리스트', '미련', '완벽', '세상', '오빠', '버킷']",0
가타부타타,숭어,9.95,"스토리, 로맨스",0,"모든 게 서툴고 어색했던 중학교 2학년 15살의 첫 연애.그렇게 헤어졌던 첫사랑을 같은 대학, 자취방 바로 옆집에서 다시 마주하다! 사랑이 뭔지, 연애가 뭔지 아직도 헷갈리고 서툴기만 한 스무 살. 과연 이번엔스스로에게 당당하고 서로를 솔직하게 마주하는 연애에 성공할 수 있을까?","['성공', '무엇', '사랑', '첫사랑', '대학', '옆집', '중학교', '자취', '학년', '살의', '사랑이', '자취방', '어색', '연애', '서로']",0
한번 더 해요,미티 / 구구,9.91,"스토리, 드라마",0,결혼 8년차 부부. 성대광과 유선영. 대학시절 킹카 퀸카로 CC로 만나 결혼까지 골인했지만 이젠 지독한 현실에 서로에게 지쳐버린 권태기 부부일 뿐이었다. 그러던 어느 날..드라마 <고백부부> 원작 웹툰!,"['권태기', '결혼', '대학', '현실', '성대', '이제', '유선', '원작', '시절', '광과', '고백', '부부', '골인', '지독', '드라마', '서로']",0
친애하는 X,반지운,9.97,"스토리, 드라마",0,"국내 최고의 여배우 '백아진'의 몰락,그리고 그 뒤에 숨겨진 그녀의 두 얼굴네이버웹툰 최강자전 18년 대표작.","['몰락', '얼굴', '대표작', '최강', '국내', '최고', '백아', '최강자', '여배우']",0
거미,모아이,9.89,"스토리, 스릴러",0,거미 떼로 뒤덮인 섬마을.의심의 거미줄 속에서 그녀는 탈출할 수 있을까?,"['마을', '거미', '탈출', '의심', '거미줄']",0
타인은 지옥이다,김용키,9.86,"스토리, 스릴러",0,모든 게 낯선 고시원 생활. 그곳에 수상한 자들이 있다.화제의 드라마원작 재연재! 놓치지 마세요!,"['수상', '연재', '화제', '고시원', '원작', '생활', '드라마']",0
골든 체인지,브림스,9.98,"스토리, 판타지",0,세상에서 가장 불운한 소녀 강유와 소녀의 불운을 막아주는 수상한 산신령 우암이 펼치는 판타지세계,"['수상', '불운', '세계', '산신령', '소녀', '세상', '판타지']",0
데드라이프,후렛샤 / 임진국,9.65,"스토리, 액션",0,"지능을 가진 좀비,세상을 파멸시킬 것인가 구원할 것인가.","['파멸', '구원', '지능', '세상', '좀비']",0
러브슬립 2부,오창호,9.83,"스토리, 로맨스",0,"과연 오늘은 어떤 사건에 정신없이 휘말리게 될 것인가?!
좌충우돌 러브코미디, 그 두 번째 이야기!","['사건', '코미디', '좌충우돌', '러브', '오늘']",0
구구까까,혜니,9.94,"스토리, 개그",0,원시시대로 넘어간 청담 핫걸 이나의부족 생활 적응기,"['원시', '시대', '적응', '부족', '청담', '나의', '생활', '적응기']",0
용비불패 완전판,류기운 / 문정후,9.98,"스토리, 액션",0,전설적 명작의 완벽한 부활! <고수>를 기다리며 정주행 START!스크롤 편집과 가독성 개선을 통한 '완전판' 최초 독점 공개!!,"['공개', '주행', '개선', '명작', '최초', '완전', '완벽', '전설적', '스크롤', '독성', '전설', '고수', '부활', '편집', '독점']",0
위대한 방옥숙,매미 / 희세,9.95,"스토리, 드라마",0,"한강 조망권 지키려다가 한강에 시체를 유기한 여자들의 이야기.""내 집값은 내가 지킨다!""<마스크걸> 매미/희세 작가의 신작!","['집값', '조망', '마스크', '희세', '시체', '유기']",0
하이브 1~2,김규삼,9.95,"스토리, 판타지",0,거대해진 곤충들이 인간을 습격한다! 원시시대로 돌아간 지구의 대기상태,"['원시', '습격', '시대', '해진', '상태', '대기', '곤충', '지구의', '거대']",0
유비님께 투자하겠어,B급달궁 / 이유정,4.21,"스토리, 판타지",0,"지금까지의 삼국지는 잊어라!꽃미남 영웅들과 초보 투자가의 짠내 나는 촉나라 경영 스토리!...삼국지의 유비, 관우, 장비와 20대 여성 CEO 제나의 ‘본격주식회사경영판타지코믹로맨스’를 통해 새로운 즐거움을 선사한다!!","['초보', '영웅', '유비', '경영', '삼국지', '판타지', '지금', '로맨스', '장비', '촉나라', '선사', '즐거움', '미남', '회사', '스토리', '주식', '본격', '코믹', '투자가', '나의']",0
스피릿 핑거스,한경찰,9.98,"스토리, 로맨스",0,"평범한 여고생, 알록달록 이상한 그림모임에 들어가다!나만의 색을 찾아 떠나는 모험 이야기!","['그림', '이상', '여고생', '모험', '모임']",1
하우스키퍼,채용택 / 유현,9.97,"스토리, 액션",0,사상 최악의 바이러스.인간은 포기했지만 A.I만은 포기하지 않는다,"['사상', '최악', '포기', '바이러스']",0
에이머,구동인,9.79,"스토리, 판타지",0,"작은 우연은 역사를 만든다.지구를 침공한 이성인 팜킨 일당과, 그들을 막아선 초월자 에이머와 지구인의 이야기!","['역사', '우연', '당과', '침공', '일당', '지구', '지구인', '성인', '초월자']",0
이웃집의 훈훈한 스토커군,teamGOGI+,4.27,"스토리, 로맨스",0,친절한 매너와 훈훈한 얼굴로 학교 내 최고의 인기남 진범.그가 사실은 스토커라고?!이웃집에 미워할 수 없는 훈남 스토커가 산다!,"['이웃집', '얼굴', '스토커', '최고', '매너', '사실', '인기', '학교', '친절', '진범']",1
하이브 3,김규삼,9.97,"스토리, 판타지",0,본격화된 인간과 거대곤충의 전쟁. 김규삼 작가가 선보이는 역대급 판타지 스릴러,"['역대', '스릴러', '전쟁', '본격화', '곤충', '판타지', '거대']",0
그 판타지 세계에서 사는 법,촌장,9.98,"스토리, 판타지",0,"용사가 마왕을 물리친 후 100년 뒤,과거의 상처를 잊은 그 판타지 세계 주민들 이야기","['용사', '과거', '마왕', '세계', '주민', '판타지', '상처']",0
개미,재희,9.79,"스토리, 스릴러",0,우리의 발 밑에 그들이 살고있다.,[],0
피와 살,황준호,9.94,"스토리, 스릴러",0,멸종 위기에 처한 인간.인간을 먹고 사는 괴물.생존을 위한 그들의 전쟁 혹은 공생.,"['괴물', '위기', '전쟁', '멸종', '생존', '공생']",0
어쩔꼰대,강선율 / Jen...,9.85,"스토리, 액션",0,빵셔틀과 뒤바뀐 꼰대 조폭?!이제 일진은 꼰대로 잡는다,"['셔틀', '꼰대', '일진', '조폭']",0
오버더문,포르토 / 이승준,9.93,"스토리, 스릴러",0,버스에서의 사고 후 잃어버린 2주 동안의 기억.하늘에 뜬 푸른 달과 날아드는 수백 건의 달빛을 받으라는 문자들.조심해. 너도 달빛을 쐬면 괴물이 되어버릴 테니까.,"['괴물', '달빛', '하늘', '기억', '문자', '버스', '동안', '조심', '사고']",0
검은인간,이저녁,9.98,"스토리, 액션",0,"너의 흉터도, 너의 두 눈도, 그리고... 너의 힘까지! 지금부터 모든 걸 바꿔줄게.","['눈도', '지금', '흉터']",0
오늘도 사랑스럽개,이혜,9.98,"스토리, 로맨스",0,새벽마다 개로 변하는 저주를 풀고 싶은 여자와개가 무서운 남자의 밀고 당기는 로맨스!,"['로맨스', '개가', '저주', '새벽']",0
결백한 사람은 없다,서각,9.85,"스토리, 드라마",0,15년 전 실종된 아이가 돌아왔다.초능력을 가진 순경의 아동실종 심리 수사극,"['심리', '순경', '아동', '실종', '아이', '초능력', '수사']",0
3cm 헌터,돌연변이,9.89,"스토리, 판타지",0,"세상 사람들의 몸이 3cm로 줄어들었다. 이제는 고양이, 개미, 청소기 등 일상의 모든 것이 위협인 상황. 믿을 것은 각자에게 주어진 이능력 하나뿐이다.","['일상', '이능', '상황', '이제', '개미', '고양이', '청소기', '각자', '세상', '위협']",0
마술사,김세래,9.93,"스토리, 판타지",0,통일 대륙 칸테라 마지막 이야기.,"['테라', '통일', '마지막', '대륙']",0
특수 영능력 수사반,사다함,9.56,"스토리, 판타지",0,어느 날 갑자기 귀신이 보이기 시작한 한 형사의 특별한 수사기.,"['귀신', '사기', '형사', '특별']",0
비흔,정재한 / 황영찬,9.94,"스토리, 시대극",0,"잊혀진 나라 백제, 그리고 싸울아비.
패자의 역사 뒤로 전설이 되어 사라진 검은 이리 '흑랑' '비흔'이라는 이름으로 새로운 전설을 시작한다.","['이리', '나라', '역사', '이름', '아비', '패자', '전설', '백제']",0
낮에 뜨는 달,헤윰,9.93,"스토리, 드라마",0,시간이 멈춘 남자와 흘러가는 여자.과거와 현재를 오가는 갈등에 대한 이야기.,"['현재', '과거', '갈등', '시간']",0
헬퍼,삭,9.95,"스토리, 액션",0,"도시를 지키는 가드 트라이브의 대장  장광남.그가 의문의 교통사고로 사망한 뒤,저승과 이승에서 펼쳐지는 감성 액션 판타지 만화.","['사망', '저승', '교통사고', '가드', '교통', '판타지', '의문', '이승', '액션', '트라', '이브', '장광', '도시', '감성', '대장', '사고']",0
모범택시,까를로스 / 크크...,9.83,"스토리, 스릴러",0,"언뜻 평범해 보이는 “무지개 택시회사”에는 ‘revenge-call’이라는 특별한 서비스가 있다. 손님이 원하는 방법으로 복수를 대신해주는 서비스이며, 이것이 무지개 택시 회사의 진짜 정체다.","['진짜', '방법', '정체', '회사', '복수', '서비스', '무지개', '대신', '택시', '손님', '특별', '평범']",0
8월의 눈보라,김리아,9.35,"스토리, 로맨스",0,"교복모델이었던 보라는 암흑 고3 시절을 거치며 이전의 모습은 온데간데 없다.설상가상 재수까지 하게되고 학원에서 첫사랑 현우를 마주치고야 만다.""가장 빛나는 시절 만났던 너에게 가장 어두운 지금 나를 보여주고 싶지 않아.""","['보라', '학원', '교복', '첫사랑', '가상', '설상', '재수', '이전', '암흑', '시절', '모델', '모습', '현우', '설상가상']",1
헬로도사,웅비,9.62,"스토리, 판타지",0,"""이번 생에도 안녕?""천재도사와 그가 지켜야 하는 어느 소녀의 이야기.","['천재', '도사', '소녀', '안녕']",0
나노리스트,민송아,9.98,"스토리, 판타지",0,내게 날아온 달콤살벌한 선물 나노 안드로이드들의 비밀을 밝혀라!,"['이드', '나노', '선물', '살벌', '비밀', '드로']",0
텃밭부 사건일지,오이츄,9.98,"스토리, 드라마",0,우리는 매일 텃밭에서 잡초와 사건을 캐지요!,"['잡초', '사건', '텃밭']",0
둥굴레차!,기라3,9.95,"스토리, 판타지",0,"청룡, 주작, 백호, 현무. 사신의 증표를 가지고 태어난 네 무술소년들의 수련기 2013 대학만화 최강자전 2위 수상작!","['수상작', '수련', '대학', '최강자', '증표', '백호', '무술', '주작', '수련기', '소년', '청룡', '사신', '현무']",0
방백남녀,고태호,9.92,"스토리, 드라마",0,모든 게 다른 두 남녀친구가 될 수 있을까?,"['친구', '남녀']",0
지금 우리 학교는,주동근,9.52,"스토리, 스릴러",0,평범하던 학교에 벌어진 감금사건..그리고 감금사건에 가려 미처 알지 못한 감염자. 학교는 이미 감염자들로 인해 빠져나갈 곳이 없다!! 그리고....지금 우리학교는,"['학교', '감염자', '사건', '감금']",1
타인지옥 - 연쇄살묘사건,김용키,9.9,"스토리, 스릴러",0,"<타인은 지옥이다> 특별외전 - 연쇄살묘사건고벤저스, 재등장! 종우가 오기 전 일어난 참혹한 사건의 전말은?!","['사건', '등장', '종우', '연쇄', '지옥', '참혹', '특별', '전말', '타인', '외전']",0
동토의 여명,김정휘,9.94,"스토리, 판타지",0,시간과 공간을 뛰어넘은 동토의 세계에서 운명을 건 영웅들의 전쟁이 시작된다.,"['동토', '영웅', '세계', '전쟁', '공간', '시간', '운명']",0
부활남,채용택 / 김재한,9.51,"스토리, 액션",0,나는 죽으면3일 만에 부활한다!,['부활'],0
반중력소녀,겨울,9.77,"스토리, 로맨스",0,"특별하게 태어난 소녀과 평범한 소년, 만나다!","['평범', '소녀', '특별', '소년']",0
캉타우,신형욱 / 양경일,9.94,"스토리, 판타지",0,외계인들의 전쟁에 휘말린 소년.부산에서 펼쳐지는 거대로봇액션!,"['외계인', '부산', '로봇', '액션', '전쟁', '소년', '거대']",0
천국의 신화,이현세,9.88,"스토리, 시대극",0,"한국만화의 신화, 이현세 화백의 귀환.","['신화', '화백', '현세', '귀환', '한국']",0
