idx,name,score,writer,age_limit
666,소녀더와일즈,9.43,HUN,0
667,갑자기 커피,9.77,우,0
668,격투기특성화사립고교 극지고,9.78,허일,0
669,태왕광개토,9.77,청안랑,0
670,머니게임,9.95,배진수,0
671,공복의 저녁식사,9.75,김계란,0
672,심심한 마왕,9.86,김상민,0
673,내 ID는 강남미인!,9.83,기맹기,0
674,키드갱,9.91,신영우,0
675,미쳐 날뛰는 생활툰,9.79,Song,0
676,죽은 마법사의 도시,9.95,김칸비_팀 겟네임,0
677,문아,9.95,팬마,0
678,꽃 피는 날,9.95,두루,0
679,후레자식,9.98,김칸비,0
680,소울카르텔,9.96,하람,0
681,패션왕,8.33,기안84,0
682,2019 귀신사용설명서 - 괴담의 재구성,9.29,웹툰작가,0
683,신암행어사,9.95,윤인완,0
684,그린보이,9.90,정재한,0
685,가난을 등에 업은 소녀,8.81,B급달궁,0
686,갓도령스,9.96,도로롱,0
687,연의 편지,9.98,조현아,0
688,헌팅,9.75,은성,0
689,찌질의 역사,9.89,김풍,0
690,미시령,9.93,모코넛,0
691,파도를 찾아라!,9.97,김정현,0
692,그래서 나는 안티팬과 결혼했다,9.95,재림,0
693,이말년 서유기,8.87,이말년,0
694,어빌리티,9.76,손제호,0
695,그녀는 무사다,9.31,명랑,0
696,오!주예수여,9.98,아현,0
697,아일랜드 1부,9.96,윤인완,0
698,돼지우리,9.88,김칸비,0
699,스페이스 킹,9.92,박성용,0
700,꽃가족,9.92,이상신,0
701,아메리카노 엑소더스,9.41,박지은,0
702,11me,9.88,고지애,0
703,데이빗,9.92,d몬,0
704,마이너스의 손,9.96,김뎐,0
705,어서오세요.305호에,9.96,와난,0
706,이제 곧 죽습니다,9.66,이원식,0
707,시타를 위하여,9.97,하가,0
708,버닝헬,9.95,윤인완,0
709,미스터 해녀,8.92,빡세,0
710,"OH, MY GOD!",9.94,강지영,0
711,연애의 정령,9.95,김호드,0
712,한남동 케이하우스,9.47,박태준,0
713,퍼스트 미션,9.97,신의철,0
714,폭풍의 전학생,9.55,강냉이,0
715,떨림,8.68,원수연,0
716,용이산다,9.77,초,0
717,오렌지 마말레이드,9.91,석우,0
718,첩보의 별,9.86,이상신,0
719,낚시신공,8.63,귀귀,0
720,썸머 브리즈,9.98,한경찰,0
721,잭슨의 관,9.77,CTK,0
722,봉이 김선달,9.54,"양우석,정하용",0
723,조선방랑야사,9.88,가현,0
724,귀인,9.93,정연식,0
725,알고있지만,9.97,정서,0
726,어글리 피플즈,9.44,배사과,0
727,인간의 숲,9.98,황준호,0
728,스퍼맨 시즌1,9.94,하일권,0
729,마주쳤다,9.83,하일권 X 네이버...,0
730,고교생을 환불해 주세요,9.98,Croissant,0
731,문유,9.96,조석,0
732,한국만화 1990,9.75,웹툰작가,0
733,체인지,8.14,진원,0
734,윈터우즈,9.98,cosmos,0
735,안나라수마나라,9.95,하일권,0
736,SM 플레이어,9.92,랑또,0
737,천국의 신화 6부,9.93,올댓스토리,0
738,Ho!,9.97,억수씨,0
739,달콤한 인생_스페셜 에피소드,9.98,이동건,0
740,쎈놈,9.80,박용제,0
741,수평선,9.95,정지훈,0
742,2018 재생금지,9.67,웹툰작가,0
743,공대생 너무만화,9.97,최삡뺩,0
744,레코닝,9.98,이혜,0
745,쌉니다 천리마마트,9.98,김규삼,0
746,고시생툰,9.92,seri,0
747,체스아일,9.86,cid 혁군,0
748,질풍기획 시즌1,9.96,이현민,0
749,파리대왕,9.48,워커,0
750,싸귀2 : 퇴마록,9.69,임인스,0
751,언더프린,9.95,브림스,0
752,천년구미호,9.96,기량,0
753,안 돼요 마왕님!,9.96,마로,0
754,닭강정,9.71,박지독,0
755,하늘아래 우체부,9.30,란게,0
756,뱀파이어,9.95,오세형,0
757,또한번 엔딩,9.83,타리,0
758,하르모니아,9.94,YOON,0
759,크리퍼스큘,9.94,밀치,0
760,개판,9.88,현욱,0
761,방과 후 전쟁활동,9.82,하일권,0
762,이상하고 아름다운,9.98,허니비,0
763,여중생A,9.98,허5파6,0
764,아는사람 이야기,9.95,오묘,0
765,첩보의 별 시즌2,9.92,이상신,0
766,데드데이즈(DEAD DAYS),9.97,DEY,0
767,가우스전자 시즌1~2,9.96,곽백수,0
768,형의 그녀,8.44,박재성,0
769,에피소드칵테일,9.81,정마루,0
770,탈(TAL),9.94,강임,0
771,35cm,9.50,홍가,0
772,키드갱 시즌2,9.94,신영우,0
773,라라파루자,8.97,YUYU,0
774,플로우,9.96,허니비,0
775,물고기가 보이는 남자,9.93,차세기,0
776,불량 뱀파이어,9.16,이유정,0
777,군인RPG,9.76,십박,0
778,위아더 능력자!,9.93,손하기,0
779,신을 죽이는 방법,9.96,나락,0
780,오늘의 낭만부,9.58,억수씨,0
781,언더클래스 히어로,9.96,김우준,0
782,노네임드(NoNameD),9.96,문지현,0
783,에피소드메이비,9.86,정마루,0
784,리버스,9.31,임달영,0
785,너에게 하고 싶은 말,9.88,정지훈,0
786,열일곱,5.70,플레이리스트,0
787,야부리맨,9.84,미티,0
788,스튜디오 짭쪼롬,9.97,오묘,0
789,완벽하지 않은 키스,9.94,강기언,0
790,반지의제왕,5.27,이문희,0
791,지금 이 순간 마법처럼,9.98,나윤희,0
792,N의등대-눈의등대,9.91,김규삼,0
793,네가 없는 세상,9.95,시니,0
794,하나(HANA),9.93,와난,0
795,마도,9.76,이밤,0
796,언원티드,9.83,둠스,0
797,비스트사인,7.75,해밀k,0
798,퇴마전쟁,9.84,한(恨),0
799,금붕어,9.96,명랑,0
800,블러드레인,9.86,MEEN,0
801,펫다이어리,9.95,요한,0
802,아기낳는만화,9.82,쇼쇼,0
803,국립자유경제 고등학교 세실고,9.95,양혜석,0
804,플라스틱 걸,9.90,리나,0
805,일등당첨,9.29,미티,0
806,라크리모사,9.69,임인스,0
807,절벽귀,9.97,오성대,0
808,숨:킬더바디,9.79,이재헌,0
809,문래빗,9.97,이난,0
810,고인의 명복,9.98,조주희,0
811,위장불륜 (僞裝不倫),9.89,히가시무라 아키코,0
812,탐구생활2,9.75,메가쑈킹,0
813,알게뭐야,9.96,김재한,0
814,새끼손가락,9.93,이익수,0
815,지상 최악의 소년,9.87,정필원,0
816,N의등대-busted,9.87,조석,0
817,푸른사막 아아루,9.97,달꽃,0
818,방울토마토,9.96,조양,0
819,마녀사냥,9.95,박소,0
820,타임인조선,9.93,이윤창,0
821,심연의 하늘 시즌5,9.92,윤인완,0
822,어른스러운 철구,9.93,해다란,0
823,얼룩말,9.96,자유,0
824,공주는 잠 못 이루고,9.95,하가,0
825,매지컬 고삼즈,9.96,seri,0
826,스펙트럼 분석기,9.80,도국,0
827,야채호빵의 봄방학,9.98,박수봉,0
828,5kg을 위하여,9.56,수오수,0
829,드래곤레시피,9.33,ELDO,0
830,프린세스 5부,9.69,한승원,0
831,미라클! 용사님,9.96,정하,0
832,녹두전,9.98,혜진양,0
833,송곳 1~3부,9.96,최규석,0
834,붉은 실,9.94,동비,0
835,니편내편,9.89,미티,0
836,열아홉스물하나,9.95,요한,0
837,투엔티스,9.94,김명현,0
838,에이틴,9.38,Playlist ...,0
839,당신만 몰라!,9.96,유리아,0
840,ㄹㅇ 관종,9.55,9P,0
841,신시의 손님,9.97,이뫄,0
842,우리 오빠는 아이돌,9.92,성은,0
843,인챈트-나람이야기,9.95,자유,0
844,독신으로 살겠다,9.67,선정성,0
845,"아이소포스 1, 2부",9.96,김양수,0
846,심연의 하늘 시즌 1~3,9.41,윤인완,0
847,꽃미남 저승사자,9.89,"사지현, 히어리 ...",0
848,모디파이,8.61,임달영,0
849,연애학,9.77,맹물,0
850,상중하,9.87,한(恨),0
851,금수저,9.94,HD3,0
852,우월한하루,9.94,팀 겟네임,0
853,향수,9.93,석우,0
854,좀비를 위한 나라는 없다,9.94,모래인간,0
855,수업시간그녀,9.94,박수봉,0
856,호야,9.68,큰빛,0
857,시간의 섬,9.80,이아,0
858,기타맨,9.94,손규호,0
859,투명한 동거,9.91,정서,0
860,바람이 머무는 난,9.95,신월,0
861,김왕짱,9.84,이난,0
862,ENT.,9.25,박미숙,0
863,빵점동맹,9.55,마사토끼,0
864,아이소포스 3부,9.95,김양수,0
865,질풍기획 시즌2,9.97,이현민,0
866,천사가 아니야,9.96,박유나,0
867,스페이스 차이나드레스,9.88,최봉수,0
868,시노딕,9.94,현욱,0
869,견우와 직녀,9.95,유리아,0
870,마왕이 되는 중2야,9.93,38,0
871,바로잡는 순애보,9.94,이채영,0
872,감염자,9.95,이강,0
873,그들에게 사면초가,9.94,소이,0
874,거상 김만덕,9.89,신지상,0
875,마음의 숙제,9.98,고아라,0
876,투명살인,9.90,돌연변이,0
877,아부쟁이,9.91,이익수,0
878,소년전[Limit],9.73,라디야,0
879,고삼이 집나갔다,9.74,미티,0
880,전설의 레전드,9.73,강냉이,0
881,크레이터,9.93,태발,0
882,올해의 벚꽃도 함께,9.97,박수봉,0
883,좋아하는 부분,9.95,타리,0
884,아빠를 찾습니다,9.86,동비,0
885,은주의 방,9.95,노란구미,0
886,수학 잘하는 법,9.91,하비영,0
887,기태류,9.89,배드이리,0
888,오즈랜드,9.98,이윤창,0
889,모던패밀리,9.94,외눈박이,0
890,국립자유경제고등학교 세실고 2학기,9.97,양혜석,0
891,재앙은 미묘하게,9.96,안성호,0
892,초록인간,9.83,태발,0
893,목욕의 신,9.98,하일권,0
894,창궐,9.63,황조윤,0
895,오컬트,9.05,신진우,0
896,늑대와 빨간모자,9.98,슈안,0
897,빨강,9.78,그냥연어,0
898,펀브로커,9.92,피터-Pen,0
899,냄새를 보는 소녀,9.97,만취,0
900,로베스의 완전감각,9.97,정샛별,0
901,악연,9.90,황준호,0
902,커피우유신화,9.93,마사토끼,0
903,웃지 않는 개그반 시즌1~2,9.76,현용민,0
904,허니허니 웨딩,9.92,문나영,0
905,블라인드 메르헨,9.79,윤현석,0
906,3단합체김창남,9.95,하일권,0
907,같은도장,9.98,이힝,0
908,버프소녀 오오라,9.91,김규삼,0
909,원티드,9.93,럭스,0
910,킬러분식,9.96,한(恨),0
911,키스우드,9.95,안성호,0
912,여중생A-우리들의 축제,9.98,허5파6,0
913,병의 맛,9.98,하일권,0
914,언터처블,9.97,맛스타,0
915,레드돌,9.87,최윤열,0
916,개미잡이,9.81,이익수,0
917,흐드러지다,9.92,연제원,0
918,강시대소동,9.74,주동근,0
919,냥하무인,9.93,박성현,0
920,콘스탄쯔 이야기,9.93,김민정,0
921,블랙시저스,9.95,유령,0
922,프린스의 왕자 - 카페 드 쇼콜라 -,9.95,재아,0
923,고고고,9.97,정은경,0
924,두근두근두근거려,9.95,하일권,0
925,소유,9.91,한(恨),0
926,악당의 사연,9.92,랑또,0
927,첫사랑입니다만,9.93,산차,0
928,묵회,9.91,한나,0
929,모퉁이 뜨개방,9.99,소영,0
930,라이징패스트볼,9.51,박현수,0
931,제페토,9.95,연제원,0
932,킥,7.75,강냉이,0
933,굿모닝 스페이스,9.87,이수정,0
934,달수 이야기,9.98,산삼,0
935,Doll 체인지,9.97,늉비,0
936,프린세스 1~4부,9.96,한승원,0
937,킬링타임,9.93,혼,0
938,삵의 발톱,9.91,손영완,0
939,이모네 집에 갔는데 이모는 없고,9.09,신해영,0
940,진진돌이 제로,9.92,윤종문,0
941,프린스의 왕자,9.98,재아,0
942,무한동력,9.93,주호민,0
943,악의는 없다,9.48,환쟁이,0
944,단편 할머니/나는내일죽는다,9.89,태발,0
945,폭풍의 전학생 - 리부트,8.64,강냉이,0
946,고류 진,9.93,바른꽃,0
947,모태솔로수용소,9.92,석재윤,0
948,AA,9.68,"선정, 지숙",0
949,N의등대-thecalling,9.79,강호진,0
950,시큼새큼,9.90,묘니,0
951,MZ-레이징 인페르노,9.98,최훈,0
952,야! 오이,9.92,랑또,0
953,계룡선녀전,9.98,돌배,0
954,제로,9.77,정재한,0
955,진진돌이 에볼루션,9.91,김기정,0
956,아르마,9.96,병장,0
957,미호이야기,9.96,혜진양,0
958,몽연,9.78,김종진,0
959,우주최강대스타,8.87,젤리피쉬,0
960,오라존미,9.98,허5파6,0
961,삼봉이발소,9.94,하일권,0
962,폰령,9.60,웹툰작가,0
963,프로젝트 X,9.89,태발,0
964,지새는 달,9.94,LELE,0
965,유령극단,9.93,LICO,0
966,네버랜 연대기,9.66,박현수,0
967,두근두근 마감 중,9.43,연두,0
968,유토피아,9.95,늑대삼,0
969,서북의 저승사자,9.98,양세준,0
970,송곳 4~5부,9.94,최규석,0
971,피에는 피,9.97,연제원,0
972,레드초콜릿,9.84,정기림,0
973,방정사,9.91,할리데이,0
974,꼬리,9.97,공현곤,0
975,맛집남녀,7.46,츄플엣지,0
976,"17살, 그 여름날의 기적",9.89,석우,0
977,귀각시,9.97,세정,0
978,잉잉잉,9.94,황준호,0
979,악플게임,9.84,미티,0
980,미래소녀,9.96,황준호,0
981,옆반의 인어,9.97,요엔,0
982,호러와 로맨스,9.99,루시드,0
983,멜로홀릭,9.93,팀겟네임,0
984,N의등대-도망자,9.74,김선권,0
985,우리 헤어졌어요,9.89,류채린,0
986,플랫다이어리,9.98,임현,0
987,대표님이 구독하셨습니다,9.51,신지원,0
988,밀웜,9.86,쿼시,0
989,진정친구,9.78,설주,0
990,숲 속의 미마,9.98,후은,0
991,웃지 않는 개그반 시즌3,8.72,현용민,0
992,츄억보정,9.90,하비영,0
993,뱀이 앉은 자리,9.97,김이연,0
994,아이덴티티,9.98,시니,0
995,조선팔도 최강아이돌,9.94,햄쥐주먹,0
996,여기가 씨름부입니까?,9.55,MU,0
997,불만시대,9.78,김8,0
998,은하연인전,9.76,전광철,0
999,연옥님이 보고계셔,9.84,억수씨,0
1000,여고전설,8.72,어스문,0
1001,심연의 하늘 시즌4,7.02,윤인완,0
1002,옆집화랑,9.92,최남새,0
1003,나는 남 너는 녀,9.69,녹밤,0
1004,나의 목소리를 들어라,9.95,이현민,0
1005,두근거려요,9.96,뚱땡이냐옹이,0
1006,파라다이스,9.70,황미나,0
1007,펫다이어리2.런,9.95,요한,0
1008,일사부재리,9.93,김신비,0
1009,반투명인간,9.95,마인드C,0
1010,그랜드 배틀 토너먼트,7.26,강냉이,0
1011,한국만화거장전 : 순정만화특집,9.86,한국만화가협회,0
1012,블랙수트,9.67,박세준,0
1013,한줌물망초,9.96,혜진양,0
1014,조선좀비실록,9.85,곤마,0
1015,아이들은 즐겁다,9.95,허5파6,0
1016,증거,9.81,이승찬,0
1017,의령수,9.88,김우준,0
1018,사랑의 아쿠아리움,9.95,TGM,0
1019,라스트 서브미션,9.94,이행복,0
1020,창위의일루젼,9.18,시우,0
1021,후유증 2,9.88,김선권,0
1022,몽타주,9.91,단우,0
1023,인형의 기사,9.94,신의철,0
1024,컨트롤제트,9.93,미티,0
1025,봉봉오쇼콜라,9.89,오성대,0
1026,귀도호가록,9.97,이수민,0
1027,모태솔로수용소 시즌2~3,9.93,석재윤,0
1028,혈투,9.49,신진우,0
1029,LOST,9.53,정민용,0
1030,판타지스케치 - 더 게임,9.87,엄재경,0
1031,늘 푸른 찻집,9.96,고병준,0
1032,신의한수,9.52,이순기,0
1033,가족사진,9.84,정병식,0
1034,헬로 미스터 테디,9.94,아지,0
1035,적생,9.95,아루아니_팀 겟네임,0
1036,연애세포,9.92,김명현,0
1037,나는 너를 보았다,9.95,모래인간,0
1038,알파,8.52,부겸,0
1039,법대로 사랑하라,9.48,노승아,0
1040,좋아하게 해줘,9.79,지원,0
1041,고향의꽃,9.86,한(恨),0
1042,한섬세대,9.86,유승진,0
1043,MZ,9.94,최훈,0
1044,별의 유언,9.96,후은,0
1045,동네변호사 조들호 시즌1,9.94,해츨링,0
1046,피리부는 남자,9.95,박찬호,0
1047,지원,9.93,한(恨),0
1048,좀비소녀,9.88,DAMA,0
1049,보톡스,9.21,황미나,0
1050,씬커,9.51,권혁주,0
1051,중립디자인구역,9.67,최남새,0
1052,크레이지 커피 캣,9.81,엄재경,0
1053,꽃밭에솔,9.95,209,0
1054,식스틴,9.96,김인태,0
1055,요리대마왕,9.92,랑또,0
1056,봄이여 오라,9.93,샐비,0
1057,부로콜리왕자,9.97,산삼,0
1058,소녀 연대기,9.95,지님,0
1059,wish-마녀의 시간,9.84,한송이,0
1060,경운기를 탄 왕자님,9.90,무적핑크,0
1061,샌프란시스코 화랑관,9.98,돌배,0
1062,10월 28일,9.57,천정학,0
1063,팀 피닉스,9.95,엄재경,0
1064,기사도,9.88,환쟁이,0
1065,다욤이의 다이어트 다이어리,9.26,"아키, 심윤수",0
1066,뷰티플 게임,9.58,박능출,0
1067,영광의 교실,9.92,아니영,0
1068,파도의 주인,9.98,이뫄,0
1069,참새는 새!신부,9.95,99C,0
1070,너와 너 사이,9.94,오지혜,0
1071,섀도우,9.96,유느지,0
1072,저승에서 만난 사람들,9.97,단우,0
1073,타인의 로맨스,9.92,호욱,0
1074,연 시즌2,9.77,구아진,0
1075,스토커,9.93,단우,0
1076,후유증,9.37,김선권,0
1077,원 뿔러스 원,9.97,청보리,0
1078,루시퍼의 경호원,9.58,문설희,0
1079,머리카락을 뽑으면,9.93,이다몽,0
1080,소설가J,9.93,오성대,0
1081,사랑일까?,9.93,남지은,0
1082,딥(DEEP),9.95,토우,0
1083,미숙한 친구는 G구인,9.94,최삡뺩,0
1084,나랑 살래?,9.17,은희,0
1085,진눈깨비 소년,9.97,쥬드프라이데이,0
1086,이별만화 완성도,9.85,손경석,0
1087,호곡,9.06,감대,0
1088,살의,9.69,길연,0
1089,세대전쟁,9.44,까를로스,0
1090,우연일까?,9.93,남지은,0
1091,영수의 봄,9.96,이윤희,0
1092,오성X한음,9.95,유승진,0
1093,방 안의 코끼리,9.97,고요,0
1094,데빌카운터,8.79,해밀k,0
1095,어서와,9.95,고아라,0
1096,뱀피르,9.90,카인,0
1097,마야고,9.95,후렛샤,0
1098,3P,9.93,김우준,0
1099,사라지다,9.92,김선우,0
1100,그날의 생존자들,9.75,김선권,0
1101,환상적인 소년,9.98,후은,0
1102,세개의시간,9.89,노란구미,0
1103,그녀는 흡!혈귀,9.94,정성완,0
1104,미결,9.87,꼬마비,0
1105,참치와 돌고래,9.97,이힝,0
1106,하루,9.82,오늘,0
1107,패밀리맨,9.87,정필원,0
1108,찬란하지 않아도 괜찮아,9.98,까마중,0
1109,카오스어택,9.95,맛스타,0
1110,강변살다,9.86,박윤영,0
1111,황금의 핸드메이커,9.93,박장고,0
1112,번개기동대 2009,9.66,박성진,0
1113,2호선 세입자,9.90,정은경,0
1114,단군할배요,9.91,호연,0
1115,미스터리 호러 지하철,9.97,단우,0
1116,허니버니,9.98,소금,0
1117,뜨거운 것이 좋아.,9.66,고민정,0
1118,닭통령 계양반,9.30,미티,0
1119,"이기자, 그린",9.96,김8,0
1120,나의 짝사랑 고백법,9.83,해미,0
1121,속삭이는 e로맨스,9.87,최경아,0
1122,하늘쌤은 피곤해,9.83,hemo,0
1123,어쩐지 수상하더라,9.84,디기사,0
1124,까치우는 날,9.77,누비,0
1125,코끼리를 끌어안는 방법,9.95,백희정,0
1126,빙의,9.97,후렛샤,0
1127,로딩,9.66,이지우,0
1128,완벽한 허니문,9.97,화류동풍,0
1129,새벽9시,9.70,서재일,0
1130,리즌,9.79,이익수,0
1131,구원자,7.49,이한빈,0
1132,그런지,9.88,김이랑,0
1133,블랙엔젤,9.63,meen,0
1134,월남특급,9.87,김혜원,0
1135,MY OH,9.96,박카린,0
1136,헬프탑,9.95,황인빈,0
1137,악마에게 은총을,9.73,백지연,0
1138,출격! 반보트,9.91,TGM,0
1139,MZ-퓨어 이블,9.97,최훈,0
1140,오늘부터 주군,9.64,박카린,0
1141,테제,9.57,하람,0
1142,죄의 파편,9.95,이승찬,0
1143,왕으로 살다,9.94,네스티캣,0
1144,로봇빠찌,8.65,김상욱,0
1145,대작,9.93,범우,0
1146,뚝배기 깨러 왔습니다,8.10,임성훈,0
1147,손의 흔적,9.28,유성연,0
1148,점핑오버,9.94,조니조,0
1149,열쇠줍는아이,9.84,최윤진,0
1150,102030,8.93,H,0
1151,슈퍼트리오,9.25,황미나,0
1152,새와 같이,9.95,후은,0
1153,화이트멜로우,9.95,임진국,0
1154,우주전함 몰라몰라,9.54,고리타,0
1155,장미아파트 공경비,9.70,권정희,0
1156,운빨로맨스,9.96,김달님,0
1157,동네변호사 조들호 시즌2,8.01,해츨링,0
1158,파우스트 인 러브,9.86,허니맨,0
1159,리턴,9.85,송래현,0
1160,귀신이지만 사랑하고 싶어,9.95,엔엔,0
1161,바이올린처럼.,9.92,김윤주,0
1162,레드카펫,9.91,임진국,0
1163,"안녕, 나는 너를 좋아해",9.71,하토,0
1164,그린스마일,9.91,권혁주,0
1165,사또(Satto),9.80,최윤진,0
1166,환생소녀,9.80,이지훈,0
1167,러브판타지페이퍼,9.94,단우,0
1168,데모니악,9.95,후렛샤,0
1169,오직 나의 주인님,9.94,상수,0
1170,번데기스,7.97,김경호,0
1171,간질간질,9.22,손하은,0
1172,레이디악숀,8.35,령,0
1173,파리의 우리동네,9.93,이재이,0
1174,꿀벌과 아카시아,9.96,잔스,0
1175,소나기야,9.95,와루,0
1176,우렁집사,9.94,최경아,0
1177,"안녕, 대학생",7.95,다니,0
1178,최후의 만찬,9.56,이주영,0
1179,슈퍼트리오 시즌2,7.36,황미나,0
1180,멍순이,9.83,김달님,0
1181,바람의 색,9.92,재아,0
